point_number,latitude,longitude,cumulative_distance_km
660,45.20468,-0.76708,20.503030122322222
661,45.20497,-0.76705,20.535345567013927
662,45.20497,-0.76704,20.536131219096955
663,45.20516,-0.76703,20.557261628941372
664,45.20533,-0.76699,20.576414292367005
665,45.20534,-0.76699,20.577525650268637
666,45.20552,-0.76694,20.597912133626995
667,45.20583,-0.7668,20.63407737720167
668,45.20589,-0.76675,20.641816559765935
669,45.20623,-0.76663,20.68076107665842
670,45.20636,-0.76657,20.695958269791564
671,45.2064,-0.76656,20.70047259013331
672,45.20667,-0.76645,20.7316989136853
673,45.20699,-0.76634,20.76829730339699
674,45.20706,-0.76633,20.776116379023467
675,45.20709,-0.76634,20.77954176337401
676,45.20715,-0.76635,20.786256033289813
677,45.20727,-0.76635,20.79959233251102
678,45.20796,-0.7664,20.87637659932424
679,45.20801,-0.76641,20.881988650858474
680,45.20828,-0.76643,20.912036437091714
681,45.20856,-0.7665,20.943636656264516
682,45.2086,-0.7665,20.948082090409706
683,45.20863,-0.76678,20.970330182969473
684,45.20879,-0.76755,21.03338080590415
685,45.20885,-0.76792,21.063203019057248
686,45.2089,-0.76868,21.12316652018039
687,45.20894,-0.769,21.148695671767154
688,45.20899,-0.76905,21.15550059783807
689,45.21011,-0.76885,21.28096048374425
690,45.21002,-0.76779,21.364830731058166
691,45.21,-0.7677,21.372242129638458
692,45.20991,-0.7665,21.467041288031417
693,45.20997,-0.76651,21.473755556689543
694,45.21,-0.76652,21.4771809335137
695,45.21138,-0.76647,21.630598758084147
696,45.2115,-0.76645,21.64402729406405
697,45.21199,-0.76608,21.705755202457144
698,45.21228,-0.76591,21.740641813025558
699,45.21246,-0.76582,21.76185885617448
700,45.21269,-0.76573,21.78837983077277
701,45.21277,-0.76569,21.797809621652892
702,45.213,-0.76561,21.824132070164307
703,45.21339,-0.76544,21.86948568989751
704,45.2134,-0.76543,21.870846640617057
705,45.21342,-0.76532,21.879768834542734
706,45.21347,-0.7653,21.88554345672061
707,45.21347,-0.76525,21.889471132095697
708,45.21344,-0.76502,21.907843497842798
709,45.21341,-0.76449,21.949610175860492
710,45.2134,-0.76446,21.952215693224044
711,45.2134,-0.7643,21.96478426984298
712,45.21378,-0.76447,22.009076982302666
713,45.2142,-0.76461,22.057032112813246
714,45.21433,-0.76464,22.07167071787902
715,45.21468,-0.76468,22.11069500698553
716,45.21479,-0.76468,22.122919964114843
717,45.21486,-0.76469,22.13073903956946
718,45.21507,-0.76469,22.154077595032845
719,45.21532,-0.76472,22.181961347841916
720,45.21552,-0.76478,22.204682728548654
721,45.21558,-0.76479,22.211396994706117
722,45.21577,-0.76485,22.233032411798206
723,45.21622,-0.76496,22.283784538441058
724,45.21646,-0.76499,22.310561073345184
725,45.2168,-0.76506,22.348745272534966
726,45.21685,-0.76508,22.354519872571913
727,45.21685,-0.76509,22.355305361114205
728,45.21695,-0.76513,22.36685456020675
729,45.21704,-0.76519,22.377911523879447
730,45.21705,-0.76519,22.379022884070174
731,45.21715,-0.76526,22.391422259254018
732,45.21742,-0.76549,22.426447786415988
733,45.21747,-0.7655,22.43205982887493
734,45.21765,-0.76575,22.46009177472896
735,45.21775,-0.76596,22.479981411493327
736,45.21777,-0.76603,22.485912022167437
737,45.21803,-0.76669,22.54526235227517
738,45.21803,-0.7667,22.54604782457166
739,45.21821,-0.76711,22.583959528662046
740,45.21835,-0.76733,22.6072123391028
741,45.21852,-0.7675,22.63034783419505
742,45.21862,-0.76757,22.642747149134507
743,45.21869,-0.76763,22.651842824042657
744,45.21881,-0.76769,22.66598735797963
745,45.21891,-0.76772,22.677348025440242
746,45.21903,-0.76774,22.69077655470046
747,45.21909,-0.76776,22.697627261405064
748,45.21988,-0.76793,22.786434322031344
749,45.21993,-0.76795,22.792208901892877
750,45.22039,-0.76805,22.843931353168692
751,45.22044,-0.76807,22.84970592968939
752,45.22057,-0.76809,22.864238769594273
753,45.22109,-0.76821,22.922793081107468
754,45.22114,-0.76823,22.928567653042744
755,45.22172,-0.76836,22.993830276281038
756,45.22174,-0.76837,22.99618768603132
757,45.22192,-0.76841,23.01643738191328
758,45.22197,-0.76843,23.02221194841252
759,45.22202,-0.76843,23.027768754201706
760,45.22334,-0.76873,23.176348627449045
761,45.22351,-0.76924,23.220636073402883
762,45.22356,-0.76939,23.233661772298856
763,45.22425,-0.77139,23.408458837446105
764,45.22427,-0.77143,23.412307189063323
765,45.22432,-0.7714,23.418342882609938
766,45.22461,-0.77197,23.473504577458414
767,45.22464,-0.772,23.477587167286096
768,45.22481,-0.77202,23.496545499425448
769,45.22498,-0.77202,23.515438648743256
770,45.22514,-0.77205,23.5333758536673
771,45.22529,-0.77209,23.55033970084735
772,45.22543,-0.77214,23.56638665449711
773,45.22544,-0.77215,23.567747511464834
774,45.22564,-0.77224,23.591071559428297
775,45.22577,-0.77232,23.60682628606652
776,45.22583,-0.77222,23.617128925413457
777,45.22586,-0.77213,23.624944086420907
778,45.22623,-0.77034,23.771414435762726
779,45.22627,-0.77036,23.77612921712663
780,45.22643,-0.77048,23.796254063166252
781,45.22648,-0.77055,23.804070749162605
782,45.22657,-0.77062,23.81548422977261
783,45.22675,-0.77079,23.839534804655823
784,45.22975,-0.77445,24.279737207733888
785,45.22978,-0.7745,24.284888320814844
786,45.22983,-0.77455,24.291692435507283
787,45.23015,-0.77496,24.339665932181195
788,45.2303,-0.7752,24.364827898129573
789,45.23035,-0.7753,24.374448098843743
790,45.23042,-0.77557,24.397033385617164
791,45.23045,-0.77582,24.41694701570386
792,45.23048,-0.77648,24.468884012851017
793,45.23054,-0.77647,24.47559827233355
794,45.23064,-0.77652,24.487385134195453
795,45.23109,-0.77665,24.538427798721155
796,45.23127,-0.77673,24.55939560773286
797,45.23135,-0.77673,24.56828651155856
798,45.23191,-0.77682,24.630922853136138
799,45.23239,-0.77684,24.684291398519694
800,45.23258,-0.77681,24.7055383079348
801,45.23272,-0.77676,24.72158515810275
802,45.23396,-0.7762,24.866240285344244
803,45.23446,-0.77592,24.926000220743628
804,45.23536,-0.77529,25.03758802788414
805,45.23538,-0.77527,25.040309587088128
806,45.23545,-0.77523,25.048699270912522
807,45.23554,-0.77516,25.060112348890254
808,45.23559,-0.77514,25.06588682616877
809,45.2358,-0.77501,25.091360242707974
810,45.23639,-0.77472,25.16077225231928
811,45.23716,-0.77441,25.249741918161813
812,45.23799,-0.77413,25.34456904381391
813,45.23907,-0.77386,25.466454281789442
814,45.239,-0.77305,25.530528141002936
815,45.23885,-0.77254,25.573903934632305
816,45.23883,-0.77236,25.588210992877574
817,45.23879,-0.77096,25.69822690530549
818,45.23876,-0.77077,25.713513474356166
819,45.23866,-0.77074,25.72487400970617
820,45.23867,-0.77067,25.730481561022067
821,45.23856,-0.77002,25.782962549991183
822,45.23843,-0.76955,25.822593836217774
823,45.23836,-0.76935,25.840119015619802
824,45.23818,-0.76894,25.87802109396168
825,45.23828,-0.76897,25.889381632507643
826,45.23856,-0.76903,25.920854437280493
827,45.23873,-0.76912,25.941025976806543
828,45.23887,-0.76922,25.95845404071404
829,45.23918,-0.76954,26.001095216291517
830,45.23921,-0.76958,26.00567564457494
831,45.23933,-0.76965,26.020100198019136
832,45.23945,-0.7697,26.034002410377152
833,45.23965,-0.76975,26.056573742451548
834,45.24006,-0.7698,26.10230850187048
835,45.24016,-0.76983,26.1136690279043
836,45.24017,-0.77,26.12706306235566
837,45.24016,-0.77048,26.164767484465226
838,45.24017,-0.77079,26.1891330356416
839,45.24019,-0.77087,26.195796048196176
840,45.2402,-0.7711,26.213889056011897
841,45.24026,-0.77161,26.25448396117744
842,45.24025,-0.77169,26.260862851202347
843,45.24027,-0.77191,26.278278927568984
844,45.24026,-0.77299,26.363084149986843
845,45.24021,-0.77334,26.391121165062714
846,45.24017,-0.77352,26.405936833662164
847,45.24016,-0.77367,26.41776666577887
848,45.24015,-0.77371,26.42109817335257
849,45.24015,-0.77386,26.432875688769375
850,45.24014,-0.77394,26.43925459072581
851,45.24015,-0.77507,26.527985508237023
852,45.24013,-0.77537,26.551645182754147
853,45.23989,-0.77662,26.65335119459771
854,45.23993,-0.77663,26.65786546042727
855,45.23988,-0.77699,26.686672647034346
856,45.23987,-0.77724,26.706333370355903
857,45.2399,-0.77769,26.741823039464265
858,45.24021,-0.77885,26.839200940790008
859,45.24033,-0.77917,26.867646332595804
860,45.24034,-0.77921,26.87097783083281
861,45.24055,-0.77978,26.921452010730107
862,45.2407,-0.78031,26.966280477535562
863,45.24085,-0.78121,27.03888454391677
864,45.241,-0.78195,27.099330411049745
865,45.24104,-0.78221,27.12022288545074
866,45.24113,-0.78362,27.23138064586415
867,45.2412,-0.78397,27.259940981141657
868,45.24154,-0.78529,27.370254376349024
869,45.24155,-0.78536,27.375861655619254
870,45.24158,-0.78536,27.37919575056691
871,45.24158,-0.78537,27.37998089856559
872,45.2416,-0.78537,27.382203628539845
873,45.2416,-0.78538,27.382988776263048
874,45.24161,-0.78538,27.384100141253978
875,45.24161,-0.78539,27.384885288839456
876,45.24162,-0.78539,27.385996653831395
877,45.24162,-0.78541,27.387566948726874
878,45.24163,-0.78541,27.38867831372123
879,45.24164,-0.78547,27.393518515679855
880,45.24164,-0.78554,27.39901454588574
881,45.24163,-0.78554,27.4001259108811
882,45.24163,-0.78555,27.400911058191102
883,45.24166,-0.78569,27.412397639941975
884,45.24177,-0.78652,27.478701529493787
885,45.2418,-0.78667,27.490941550034815
886,45.24174,-0.78669,27.497792139260437
887,45.24173,-0.78678,27.504945313969753
888,45.24171,-0.78686,27.511608166757842
889,45.24157,-0.7872,27.54250653457283
890,45.2413,-0.78771,27.59254477074507
891,45.24099,-0.78848,27.66212920422621
892,45.24094,-0.78869,27.67952868315572
893,45.24092,-0.78894,27.69928305422409
894,45.24092,-0.78914,27.71498619600601
895,45.24096,-0.78946,27.740501458907914
896,45.24096,-0.7895,27.743642085060568
897,45.24098,-0.78968,27.757948621789012
898,45.24164,-0.78959,27.831638299290734
899,45.24173,-0.78953,27.842694432889754
900,45.24187,-0.78937,27.862691877414015
901,45.24199,-0.78914,27.885140953075197
902,45.24206,-0.78903,27.89676470729924
903,45.24209,-0.789,27.90084688945703
904,45.24213,-0.78899,27.90536115171088
905,45.24216,-0.78899,27.908695246995986
906,45.24262,-0.78911,27.960678972072415
907,45.24265,-0.78913,27.964364339292512
908,45.24268,-0.78916,27.96844650766626
909,45.24272,-0.78919,27.973477414171846
910,45.24274,-0.78915,27.97732493943315
911,45.24279,-0.7892,27.984128549495654
912,45.24288,-0.78923,27.994404425071355
913,45.24293,-0.78924,28.000016443101494
914,45.24298,-0.78923,28.005628461084456
915,45.24336,-0.78905,28.050162188110512
916,45.24339,-0.78903,28.05384754703693
917,45.2434,-0.78902,28.055208264143847
918,45.24387,-0.78883,28.10953076332402
919,45.24393,-0.78882,28.116245016831783
920,45.24403,-0.78877,28.128031596238035
921,45.2443,-0.78866,28.159256533702205
922,45.24448,-0.7886,28.179808260722233
923,45.24457,-0.78856,28.19029196737248
924,45.24463,-0.78855,28.19700622056898
925,45.24464,-0.78854,28.198366928018384
926,45.24485,-0.78848,28.222176251344564
927,45.2452,-0.78841,28.26146036331938
928,45.24527,-0.78839,28.269396802413517
929,45.24576,-0.78833,28.324057078221074
930,45.24582,-0.78831,28.33090764665283
931,45.24588,-0.7883,28.33762189929218
932,45.24594,-0.7883,28.344290094281185
933,45.24686,-0.78815,28.447211693223032
934,45.24711,-0.78809,28.475392312559794
935,45.24738,-0.788,28.506219836630557
936,45.24743,-0.78799,28.511831850343036
937,45.24787,-0.78783,28.562319476449016
938,45.24813,-0.78776,28.591732922578075
939,45.24878,-0.78766,28.664397059106033
940,45.24918,-0.78752,28.71019018990771
941,45.25013,-0.78697,28.824257513864733
942,45.2504,-0.78677,28.858123749090172
943,45.2506,-0.7866,28.884049698050678
944,45.25088,-0.78631,28.922606419265882
945,45.25106,-0.78607,28.950086350170544
946,45.2513,-0.78579,28.984649022392833
947,45.25127,-0.78573,28.9904197360626
948,45.25138,-0.78474,29.069091742120147
949,45.25139,-0.78449,29.088748508318858
950,45.25134,-0.78447,29.09452288209551
951,45.25131,-0.78379,29.148007838465603
952,45.2513,-0.78279,29.22651710909621
953,45.25131,-0.7827,29.23366911209585
954,45.25132,-0.78239,29.25802990719101
955,45.25151,-0.78054,29.40478432072305
956,45.25151,-0.78045,29.411849421671672
957,45.25179,-0.77825,29.58733259120768
958,45.25177,-0.77717,29.672142533054075
959,45.2518,-0.7771,29.678569960651377
960,45.25192,-0.77712,29.691998460566666
961,45.25236,-0.77712,29.740898610724056
962,45.25277,-0.77715,29.78652547902331
963,45.25308,-0.7772,29.821200715337636
964,45.25324,-0.77721,29.83899990970415
965,45.25378,-0.77729,29.899341414182
966,45.25401,-0.7773,29.924914914489033
967,45.25433,-0.77734,29.960617013349196
968,45.25439,-0.77734,29.967285218246907
969,45.25615,-0.77716,30.16339557834674
970,45.2562,-0.77716,30.16895241753449
971,45.25708,-0.77704,30.267205340327752
972,45.25722,-0.77703,30.282784279438182
973,45.25758,-0.77698,30.322985560857493
974,45.25799,-0.77689,30.369096010895362
975,45.2585,-0.77674,30.426985727705098
976,45.25898,-0.77653,30.482819907501472
977,45.25929,-0.77635,30.520056696815725
978,45.25988,-0.77596,30.592420786945983
979,45.2603,-0.77562,30.646188334763877
980,45.26049,-0.77544,30.671594751134673
981,45.26107,-0.77494,30.74706075560949
982,45.26119,-0.77486,30.761801395371485
983,45.26132,-0.77479,30.77725857281867
984,45.2617,-0.77468,30.820364053712492
985,45.26192,-0.77466,30.84486450848029
986,45.26216,-0.77462,30.871721490146985
987,45.26216,-0.77468,30.87643067708835
988,45.26225,-0.77468,30.88643299823281
989,45.26247,-0.77463,30.911196045673712
990,45.26257,-0.77459,30.922744647076108
991,45.26307,-0.77432,30.98221662307711
992,45.26325,-0.77424,31.003183483795898
993,45.26328,-0.77422,31.006868619808177
994,45.26331,-0.77422,31.010202727495276
995,45.26334,-0.77415,31.016629207142593
996,45.26342,-0.77406,31.027984554729674
997,45.26345,-0.77404,31.031669688835304
998,45.26359,-0.77383,31.054335438413755
999,45.26362,-0.77377,31.06010532505239
1000,45.26376,-0.77358,31.081656572412395
1001,45.26381,-0.77353,31.088459363931545
1002,45.26393,-0.77337,31.10677739039956
1003,45.26413,-0.77316,31.134448681062057
1004,45.26426,-0.77307,31.150530733756003
1005,45.26431,-0.77302,31.157333505803667
1006,45.26437,-0.77298,31.164703753730837
1007,45.26444,-0.77289,31.175211608931164
1008,45.26449,-0.77281,31.183596127184426
1009,45.26458,-0.77261,31.202208780689798
1010,45.26463,-0.77263,31.20798306773209
1011,45.26479,-0.77202,31.259053341132905
1012,45.26474,-0.772,31.264827627126884
1013,45.26471,-0.77214,31.276309953143542
1014,45.26469,-0.7722,31.281517162823363
1015,45.2644,-0.77208,31.315094727503578
1016,45.26405,-0.77189,31.35675301858001
1017,45.2634,-0.77162,31.432035965929657
1018,45.26324,-0.77154,31.450893840211783
1019,45.26318,-0.7715,31.458264113469866
1020,45.2628,-0.7714,31.501219248873607
1021,45.26274,-0.77141,31.507933493965353
1022,45.26245,-0.77138,31.540249091200444
1023,45.26211,-0.77145,31.578432957052257
1024,45.2619,-0.77146,31.601784899109983
1025,45.26178,-0.77143,31.61532758963961
1026,45.26171,-0.77142,31.62314666406279
1027,45.2614,-0.77131,31.658664397431814
1028,45.26105,-0.77114,31.699787149080922
1029,45.261,-0.77111,31.705822283358593
1030,45.26058,-0.77078,31.759204466023423
1031,45.26024,-0.77054,31.801426108175313
1032,45.26003,-0.77041,31.82689786310285
1033,45.25985,-0.77043,31.84696399465418
1034,45.2598,-0.77041,31.852738313010548
1035,45.2598,-0.7703,31.86137218008288
1036,45.25983,-0.76997,31.88748747929169
1037,45.25998,-0.7694,31.93523147199562
1038,45.26008,-0.76885,31.979808265085534
1039,45.26008,-0.76879,31.98451762397818
1040,45.26007,-0.76872,31.99012315258539
1041,45.25982,-0.76821,32.03885030192002
1042,45.25982,-0.7682,32.039635198651034
1043,45.25967,-0.76772,32.08083373156045
1044,45.25962,-0.7676,32.091769548811904
1045,45.25924,-0.76699,32.15561266394725
1046,45.25918,-0.76685,32.16846629932497
1047,45.25911,-0.76665,32.18598636893806
1048,45.25897,-0.76592,32.24535956460545
1049,45.25873,-0.76606,32.27420731780036
1050,45.2585,-0.76614,32.300528763500694
1051,45.25829,-0.76613,32.32388069242234
1052,45.25813,-0.76611,32.341731744646616
1053,45.25806,-0.76609,32.34966813089513
1054,45.25775,-0.76604,32.38434335835852
1055,45.25769,-0.76602,32.391193865076076
1056,45.25725,-0.76592,32.440720025215604
1057,45.25705,-0.7659,32.46300275485281
1058,45.25684,-0.76592,32.48639422152744
1059,45.25547,-0.76623,32.6405838009087
1060,45.25542,-0.76623,32.64614063938433
1061,45.25469,-0.7664,32.72836060211874
1062,45.25434,-0.7665,32.76804260691408
1063,45.25427,-0.76651,32.77586168150166
1064,45.25372,-0.76671,32.83897084528702
1065,45.25375,-0.76636,32.866646727987224
1066,45.25375,-0.76612,32.885486256580194
1067,45.2538,-0.76612,32.89104309342355
1068,45.25377,-0.76661,32.92965133870195
1069,45.25373,-0.76664,32.93468203906456
1070,45.25277,-0.76711,33.04757234523289
1071,45.25272,-0.76717,33.054856725568094
1072,45.2526,-0.76722,33.06875870971822
1073,45.25255,-0.76726,33.075141337380494
1074,45.25254,-0.76731,33.07922063174517
1075,45.25246,-0.76735,33.08864975148757
1076,45.25232,-0.76747,33.10683829219469
1077,45.25219,-0.7676,33.12452671755376
1078,45.25203,-0.76781,33.14877444455084
1079,45.25203,-0.76782,33.14955944860388
1080,45.25191,-0.76804,33.171379537620155
1081,45.25161,-0.76876,33.23700115416121
1082,45.25158,-0.76881,33.24215112965779
1083,45.25155,-0.76889,33.24926138134888
1084,45.25151,-0.76896,33.25632948222083
1085,45.25139,-0.76927,33.28407961806864
1086,45.25125,-0.76955,33.31100960423476
1087,45.25123,-0.76957,33.313730916254535
1088,45.25119,-0.76965,33.32142520786037
1089,45.25109,-0.76977,33.33599413769608
1090,45.25091,-0.76996,33.36094712750228
1091,45.25086,-0.76992,33.36732979954077
1092,45.25028,-0.76937,33.44491325795607
1093,45.2501,-0.76918,33.469866372202496
1094,45.25006,-0.76925,33.47693458106823
1095,45.24987,-0.76907,33.502342403611344
1096,45.24967,-0.76894,33.526800646319764
1097,45.24957,-0.7689,33.53834941673578
1098,45.24924,-0.7688,33.575855301680264
1099,45.24888,-0.76872,33.616354417356106
1100,45.24879,-0.76869,33.626630246375576
1101,45.24863,-0.76866,33.64456739628387
1102,45.24858,-0.76863,33.650602719682766
1103,45.24859,-0.7686,33.65320692551779
1104,45.24858,-0.7686,33.654318291873246
1105,45.24855,-0.76858,33.658003592634344
1106,45.24844,-0.76858,33.67022862233777
1107,45.24844,-0.76859,33.671013675844954
1108,45.24838,-0.76859,33.67768187376542
1109,45.24819,-0.76861,33.698856126999125
1110,45.24814,-0.76859,33.704630521738125
1111,45.24811,-0.76856,33.708712562546786
1112,45.24805,-0.76852,33.71608317494173
1113,45.248,-0.76847,33.72288658018254
1114,45.24791,-0.76841,33.733942502977804
1115,45.24786,-0.76839,33.73971689955126
1116,45.24776,-0.76837,33.750940926199235
1117,45.24764,-0.76837,33.76427732037492
1118,45.24753,-0.76838,33.77652752979885
1119,45.2475,-0.76839,33.7799528095516
1120,45.24749,-0.76838,33.78131349472806
1121,45.24749,-0.76828,33.789164160662274
1122,45.24689,-0.76814,33.85674586164268
1123,45.24553,-0.76789,34.00916063901239
1124,45.24552,-0.76809,34.024901793868224
1125,45.24519,-0.76809,34.06157686272928
1126,45.24515,-0.76808,34.06609112000691
1127,45.24513,-0.76807,34.06844843099357
1128,45.24512,-0.76805,34.070372140040995
1129,45.24514,-0.76779,34.09090537699148
1130,45.24515,-0.76774,34.09498516136646
1131,45.2451,-0.76772,34.10075957601913
1132,45.24552,-0.76472,34.340869299824604
1133,45.24552,-0.76466,34.34557986220124
1134,45.24571,-0.76298,34.479154984497086
1135,45.24569,-0.76285,34.48960040327549
1136,45.24571,-0.76272,34.50004582205389
1137,45.24567,-0.76122,34.61789340626267
1138,45.24569,-0.76117,34.622404476339284
1139,45.24572,-0.76114,34.62648657368789
1140,45.24612,-0.76112,34.670968928384504
1141,45.24664,-0.76107,34.72889311813244
1142,45.24643,-0.75553,35.164453028553204
1143,45.24642,-0.75546,35.170059846827435
1144,45.24642,-0.75525,35.186546554807634
1145,45.24641,-0.75518,35.192153374027114
1146,45.24638,-0.7541,35.27700772211637
1147,45.24637,-0.75401,35.28416032874904
1148,45.24637,-0.75372,35.306927707361524
1149,45.24634,-0.75322,35.346323157208
1150,45.24632,-0.75313,35.35373026615985
1151,45.24627,-0.75297,35.3674658162903
1152,45.24592,-0.75223,35.43738165949515
1153,45.24589,-0.75213,35.44591117236386
1154,45.24588,-0.75204,35.4530638389886
1155,45.24588,-0.75186,35.467195436860194
1156,45.24593,-0.75131,35.51073138703244
1157,45.24594,-0.75126,35.51481111909895
1158,45.24431,-0.75077,35.70000344228575
1159,45.24208,-0.75025,35.951178136291226
1160,45.24138,-0.75005,36.0305426712752
1161,45.24003,-0.74957,36.18523797681921
1162,45.24004,-0.74949,36.19161689070664
1163,45.24001,-0.74949,36.19495098475138
1164,45.2377,-0.74864,36.460209637472175
1165,45.2374,-0.74856,36.49413715127137
1166,45.23711,-0.74846,36.527309423336504
1167,45.23625,-0.74823,36.62457803858298
1168,45.23593,-0.74816,36.66056393984253
1169,45.23586,-0.74816,36.66834348696235
1170,45.23492,-0.74801,36.77347358151211
1171,45.23135,-0.74758,37.17166455929663
1172,45.23126,-0.74758,37.18166682609262
1173,45.22837,-0.74722,37.504092480122864
1174,45.2281,-0.7472,37.53414034329711
1175,45.22777,-0.74722,37.570848917846206
1176,45.22728,-0.74731,37.62576244311353
1177,45.22681,-0.74744,37.678984875928286
1178,45.22671,-0.74745,37.690126211001726
1179,45.22405,-0.7479,37.98785351379424
1180,45.22308,-0.74798,38.09583852569673
1181,45.22306,-0.74799,38.09819592979537
1182,45.22302,-0.74799,38.10264137524222
1183,45.2227,-0.74806,38.13862738955002
1184,45.22268,-0.74805,38.140984795251434
1185,45.2227,-0.74822,38.15452047966042
1186,45.22273,-0.74833,38.163780977959156
1187,45.22273,-0.74837,38.16692260830034
1188,45.22274,-0.74843,38.17176432935325
1189,45.22272,-0.7485,38.17769449667398
1190,45.22272,-0.74853,38.18005071984294
1191,45.22269,-0.74866,38.19079159524708
1192,45.22263,-0.7488,38.20365123413273
1193,45.22242,-0.7492,38.242787928340874
1194,45.22231,-0.74946,38.26658826668192
1195,45.22221,-0.7499,38.3028895454373
1196,45.22217,-0.75037,38.340070760180005
1197,45.22217,-0.75054,38.35342282020938
1198,45.22219,-0.7508,38.37396422539447
1199,45.22219,-0.75089,38.38103296057869
1200,45.22223,-0.75122,38.407330114301786
1201,45.22223,-0.7513,38.413613430059534
1202,45.22231,-0.75206,38.47396339326363
1203,45.22232,-0.75227,38.49049447248356
1204,45.22234,-0.75237,38.49865706200606
1205,45.22237,-0.7527,38.52478924548245
1206,45.22238,-0.75334,38.5750679280485
1207,45.22234,-0.7536,38.59596692756861
1208,45.22231,-0.75369,38.60378248221955
1209,45.22229,-0.75379,38.61194507571374
1210,45.22216,-0.7542,38.64723961439596
1211,45.22215,-0.75421,38.64860049690551
1212,45.22206,-0.7546,38.68082342906552
1213,45.22206,-0.75475,38.692604681221646
1214,45.22209,-0.75492,38.706366738253884
1215,45.22211,-0.75497,38.71087921675222
1216,45.22211,-0.75498,38.71166463287419
1217,45.22213,-0.75501,38.714903830169014
1218,45.22218,-0.75512,38.72517613619991
1219,45.2222,-0.75515,38.72841533141197
1220,45.22225,-0.75507,38.73680330833797
1221,45.2223,-0.75516,38.74579469097898
1222,45.22233,-0.75518,38.74948028591953
1223,45.22241,-0.75522,38.75890991412534
1224,45.22315,-0.75534,38.84168894071029
1225,45.22319,-0.75534,38.84613438626136
1226,45.22324,-0.75536,38.85190894444003
1227,45.22335,-0.75538,38.864234423665096
1228,45.22337,-0.75538,38.86645714651469
1229,45.2234,-0.75539,38.86988248867912
1230,45.2234,-0.75548,38.87695107391982
1231,45.22339,-0.75554,38.88179274193281
1232,45.22339,-0.75563,38.88886132841273
1233,45.22336,-0.75592,38.91188062279597
1234,45.22333,-0.75591,38.91530596506477
1235,45.22323,-0.75591,38.9264195791539
1236,45.22216,-0.75577,39.04584252311833
1237,45.22195,-0.75576,39.06919431981487
1238,45.22192,-0.75577,39.072619665731125
1239,45.22191,-0.75577,39.07373102687286
1240,45.22189,-0.75578,39.07608843590718
1241,45.22181,-0.75584,39.08615102681283
1242,45.22174,-0.75592,39.09615111379193
1243,45.22166,-0.75606,39.110291758216114
1244,45.22166,-0.75607,39.111077180534004
1245,45.22151,-0.75649,39.1480379225739
1246,45.22148,-0.75661,39.15803534863603
1247,45.22143,-0.75658,39.164071085423515
1248,45.22136,-0.75656,39.17200762248757
1249,45.22096,-0.7565,39.216711152345276
1250,45.22093,-0.75649,39.220136500821575
1251,45.2205,-0.75645,39.26802818161878
1252,45.22039,-0.75646,39.28027835677744
1253,45.22029,-0.7565,39.29182751080231
1254,45.22013,-0.75659,39.310962869039436
1255,45.22004,-0.75666,39.322376638710374
1256,45.21984,-0.75688,39.35053051934258
1257,45.2198,-0.75695,39.35760098152902
1258,45.21973,-0.75704,39.36811251212676
1259,45.21956,-0.75737,39.40018725547507
1260,45.21938,-0.75765,39.42991699136554
1261,45.21921,-0.75786,39.45499727544808
1262,45.21915,-0.75792,39.46316270949816
1263,45.21907,-0.75802,39.475026189960545
1264,45.21815,-0.75903,39.60443879959119
1265,45.21799,-0.75912,39.62357424957297
1266,45.2178,-0.75919,39.64539420598375
1267,45.21666,-0.7594,39.77315855806941
1268,45.21658,-0.75943,39.78235642398869
1269,45.21603,-0.75959,39.844759905597
1270,45.21591,-0.75964,39.858662520708066
1271,45.21575,-0.75974,39.87810197525418
1272,45.2157,-0.75978,39.88448557046385
1273,45.2156,-0.7599,39.89905824036723
1274,45.21551,-0.76005,39.91451380069701
1275,45.21544,-0.7602,39.92863296732686
1276,45.21538,-0.76041,39.946425428220124
1277,45.21534,-0.76039,39.95114030147122
1278,45.21519,-0.76112,40.010856601939125
1279,45.21507,-0.76157,40.048636782065515
1280,45.2149,-0.76158,40.06754622096941
1281,45.21455,-0.76168,40.10722904333534
1282,45.21446,-0.76169,40.117262078413894
1283,45.21444,-0.76168,40.119619518877656
1284,45.21426,-0.76153,40.14283620253953
1285,45.21424,-0.7616,40.1487671263081
1286,45.21415,-0.76153,40.160181160346546
1287,45.21408,-0.76149,40.16857125642783
1288,45.21403,-0.76147,40.17434587461088
1289,45.21398,-0.76148,40.17995792036893
1290,45.2137,-0.76159,40.21225340121066
1291,45.21369,-0.76156,40.21485890776671
1292,45.21358,-0.76078,40.27733813168467
1293,45.21349,-0.76033,40.31407502337372
1294,45.21331,-0.75977,40.36239997078657
1295,45.21328,-0.7597,40.3688305591278
1296,45.21316,-0.7593,40.402965152588095
1297,45.21311,-0.75921,40.41195742009579
1298,45.21304,-0.75917,40.420347536305975
1299,45.21291,-0.75915,40.43488037960656
1300,45.21252,-0.75919,40.47833714210026
1301,45.21184,-0.75919,40.553909570397146
1302,45.21177,-0.75917,40.561846146869755
1303,45.21167,-0.75912,40.573633406774974
1304,45.21162,-0.75911,40.57924545479758
1305,45.21154,-0.75906,40.588965294205664
1306,45.21147,-0.75886,40.60649709319455
1307,45.21143,-0.75881,40.612429178053006
1308,45.21123,-0.75878,40.634780947578264
1309,45.21125,-0.75866,40.64446623704764
1310,45.21123,-0.75857,40.65187749039776
